date,temperature,temperature_normal,min_temperature,min_temperature_normal,min_temperature_record,max_temperature,max_temperature_normal,max_temperature_record,precip,precipnormal,preciprecord
19910215,32,None,22,None,-6,42,None,77,0.0,None,1.38
19910216,24,None,17,None,5,30,None,75,0.0,None,2.14
19910217,34,None,26,None,5,41,None,79,0.07,None,0.91
19910218,39,None,34,None,3,44,None,77,0.03,None,1.1
19910219,52,None,43,None,4,62,None,74,0.12,None,1.67
19910220,56,None,46,None,5,64,None,78,0.0,None,1.45
19910221,50,None,39,None,7,60,None,82,0.0,None,1.44
19910222,56,None,41,None,9,72,None,77,0.0,None,2.27
19910223,36,None,31,None,11,42,None,78,0.0,None,1.34
19910224,39,None,28,None,1,50,None,78,0.0,None,1.67
19910225,44,None,39,None,-1,48,None,84,0.0,None,1.19
19910226,38,None,33,None,12,42,None,74,0.04,None,1.21
19910227,36,None,29,None,8,44,None,77,0.0,None,0.91
19910228,43,None,31,None,-1,55,None,82,0.0,None,1.13
19910301,52,None,39,None,13,64,None,80,0.0,None,0.92
19910302,62,None,55,None,13,70,None,77,0.1,None,1.65
19910303,58,None,53,None,11,64,None,79,0.33,None,1.75
19910304,49,None,41,None,4,57,None,82,0.14,None,1.24
19910305,50,None,39,None,6,60,None,83,0.0,None,1.52
19910306,50,None,41,None,10,59,None,81,0.08,None,1.52
19910307,48,None,39,None,13,55,None,77,0.0,None,1.32
19910308,42,None,35,None,14,48,None,85,0.0,None,1.97
19910309,39,None,30,None,16,48,None,80,0.0,None,2.79
19910310,42,None,35,None,14,50,None,79,0.0,None,1.72
19910311,40,None,33,None,15,46,None,78,0.0,None,1.65
19910312,37,None,28,None,11,46,None,89,0.0,None,2.6
19910313,36,None,33,None,14,39,None,87,0.15,None,2.29
19910314,36,None,35,None,13,37,None,86,0.25,None,1.66
19910315,42,None,37,None,15,46,None,82,0.0,None,1.45
19910316,44,None,33,None,14,55,None,87,0.0,None,1.79
19910317,48,None,34,None,13,63,None,88,0.0,None,1.34
19910318,50,None,43,None,13,57,None,81,0.96,None,1.0
19910319,50,None,46,None,12,55,None,87,0.0,None,2.12
19910320,52,None,39,None,12,64,None,83,0.0,None,1.95
19910321,56,None,48,None,10,64,None,89,0.0,None,2.15
19910322,52,None,48,None,17,55,None,90,0.07,None,1.83
19910323,48,None,45,None,16,50,None,93,1.29,None,1.85
19910324,55,None,46,None,17,64,None,85,0.0,None,1.45
19910325,54,None,46,None,19,61,None,84,0.0,None,1.6
19910326,49,None,39,None,23,59,None,87,0.0,None,2.16
19910327,60,None,48,None,20,73,None,86,0.07,None,1.81
19910328,70,None,61,None,21,78,None,85,0.0,None,1.63
